timestamp,activeOrders, sells,buys, digest
Sun Feb 15 17:05:33 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 17:08:34 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 17:11:35 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 17:14:36 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 17:17:37 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 17:20:39 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 17:24:27 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 17:29:42 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 17:32:42 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 17:35:43 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 17:38:44 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 17:41:48 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 17:44:46 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 17:47:47 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 17:50:48 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 17:53:51 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 17:56:50 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 17:59:53 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 18:02:53 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 18:05:53 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 18:08:54 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 18:11:55 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 18:14:57 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 18:17:57 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 18:20:58 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 18:23:59 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 18:27:01 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 18:30:02 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 18:33:02 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 5008.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 18:36:04 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 3978.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 18:39:04 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 3978.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 18:42:05 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 3978.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 18:45:06 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 3978.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 18:48:07 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 3978.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 18:51:08 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 3978.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 18:54:09 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 3978.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 18:57:10 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 3978.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:00:11 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 3978.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:03:12 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 3978.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:06:13 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2758.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:09:14 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2758.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:12:17 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2758.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:15:16 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2758.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:18:17 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2758.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:21:18 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2758.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:24:19 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2758.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:27:20 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2758.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:30:21 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2758.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:33:22 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2758.13@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:36:23 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2726.03@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:39:24 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2726.03@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:42:26 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2726.03@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:45:26 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2726.03@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:48:27 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2726.03@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:51:28 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2726.03@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:54:29 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2726.03@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 19:57:31 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2726.03@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:00:31 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2726.03@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:03:32 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2726.03@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:06:33 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2726.03@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:09:34 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2726.03@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:12:35 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2726.03@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:15:36 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2726.03@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:18:37 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2726.03@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:21:38 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2726.03@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:24:39 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2726.03@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:27:40 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2726.03@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:30:41 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 540.1@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2726.03@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:33:42 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2722.45@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:36:43 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2653.01@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:39:44 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2653.01@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:42:45 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2653.01@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:45:46 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2515.86@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:48:47 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2515.86@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:51:48 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2512.64@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:54:49 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2512.64@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 20:57:50 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2512.64@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 21:00:51 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2113.63@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 21:03:52 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2113.63@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 21:06:53 UTC 2015 , 4 , 2 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782787 : { SELL 2113.63@0.00387227} 102782814 : { SELL 8400.32@0.00387227} 
Sun Feb 15 21:09:54 UTC 2015 , 3 , 1 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782814 : { SELL 6692.48@0.00387227} 
Sun Feb 15 21:12:55 UTC 2015 , 3 , 1 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782814 : { SELL 6692.48@0.00387227} 
Sun Feb 15 21:15:56 UTC 2015 , 3 , 1 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782814 : { SELL 6692.48@0.00387227} 
Sun Feb 15 21:18:57 UTC 2015 , 3 , 1 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782814 : { SELL 6692.48@0.00387227} 
Sun Feb 15 21:21:58 UTC 2015 , 3 , 1 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782814 : { SELL 6692.48@0.00387227} 
Sun Feb 15 21:24:59 UTC 2015 , 3 , 1 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782814 : { SELL 3322.48@0.00387227} 
Sun Feb 15 21:28:00 UTC 2015 , 3 , 1 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782814 : { SELL 2838.48@0.00387227} 
Sun Feb 15 21:31:01 UTC 2015 , 3 , 1 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782814 : { SELL 2838.48@0.00387227} 
Sun Feb 15 21:34:02 UTC 2015 , 3 , 1 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782814 : { SELL 2834.5@0.00387227} 
Sun Feb 15 21:37:03 UTC 2015 , 3 , 1 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782814 : { SELL 2834.5@0.00387227} 
Sun Feb 15 21:40:04 UTC 2015 , 3 , 1 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782814 : { SELL 2834.5@0.00387227} 
Sun Feb 15 21:43:05 UTC 2015 , 3 , 1 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782814 : { SELL 2834.5@0.00387227} 
Sun Feb 15 21:46:06 UTC 2015 , 3 , 1 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782814 : { SELL 2834.5@0.00387227} 
Sun Feb 15 21:49:08 UTC 2015 , 3 , 1 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782814 : { SELL 2834.5@0.00387227} 
Sun Feb 15 21:52:08 UTC 2015 , 3 , 1 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 102782814 : { SELL 2834.5@0.00387227} 
Sun Feb 15 21:55:09 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 21:58:10 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:01:11 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:04:12 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:07:13 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:10:14 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:13:15 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:16:16 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:19:17 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:22:18 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:25:19 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:28:20 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:31:21 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:34:22 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:37:23 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:40:24 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:43:25 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:46:27 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:49:27 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:52:28 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:55:29 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 22:58:30 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 23:01:31 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 23:04:32 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 23:07:33 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 23:10:34 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 23:13:36 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 23:16:36 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 23:19:37 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 23:22:38 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
Sun Feb 15 23:25:39 UTC 2015 , 2 , 0 , 2 , 102781900 : { BUY 528.46@0.00383757} 102781959 : { BUY 2801.06@0.00383757} 
