timestamp,source,crypto,price,currency,sellprice,buyprice,otherfeeds

Sun Feb 15 15:45:27 UTC 2015,coinbase,btc,243.65,USD,0.00412274,0.0040858,{ feed : coinbase - price : 243.65}  { feed : bitcoinaverage - price : 242.84}  { feed : blockchain - price : 243.53}  { feed : btce - price : 239.0}  

Sun Feb 15 15:46:29 UTC 2015,coinbase,btc,244.03,USD,0.00411632,0.00407944,{ feed : coinbase - price : 244.03}  { feed : bitcoinaverage - price : 242.94}  { feed : blockchain - price : 243.56}  { feed : btce - price : 240.2}  

Sun Feb 15 15:47:30 UTC 2015,coinbase,btc,243.38,USD,0.00412731,0.00409033,{ feed : coinbase - price : 243.38}  { feed : bitcoinaverage - price : 242.49}  { feed : blockchain - price : 243.56}  { feed : btce - price : 239.997}  

Sun Feb 15 15:50:35 UTC 2015,coinbase,btc,243.86,USD,0.00411919,0.00408228,{ feed : coinbase - price : 243.86}  { feed : bitcoinaverage - price : 242.86}  { feed : blockchain - price : 243.35}  { feed : btce - price : 239.9}  

Sun Feb 15 15:51:33 UTC 2015,coinbase,btc,244.19,USD,0.00411362,0.00407676,{ feed : coinbase - price : 244.19}  { feed : bitcoinaverage - price : 242.87}  { feed : blockchain - price : 243.35}  { feed : btce - price : 240.2}  

Sun Feb 15 15:52:35 UTC 2015,coinbase,btc,243.87,USD,0.00411902,0.00408211,{ feed : coinbase - price : 243.87}  { feed : bitcoinaverage - price : 242.81}  { feed : blockchain - price : 243.38}  { feed : btce - price : 241.441}  

Sun Feb 15 15:55:36 UTC 2015,coinbase,btc,244.23,USD,0.00411295,0.0040761,{ feed : coinbase - price : 244.23}  { feed : bitcoinaverage - price : 243.59}  { feed : blockchain - price : 243.35}  { feed : btce - price : 241.437}  

Sun Feb 15 15:56:39 UTC 2015,coinbase,btc,243.86,USD,0.00411919,0.00408228,{ feed : coinbase - price : 243.86}  { feed : bitcoinaverage - price : 243.65}  { feed : blockchain - price : 243.8}  { feed : btce - price : 241.0}  

Sun Feb 15 15:57:38 UTC 2015,coinbase,btc,244.2,USD,0.00411345,0.0040766,{ feed : coinbase - price : 244.2}  { feed : bitcoinaverage - price : 243.83}  { feed : blockchain - price : 243.84}  { feed : btce - price : 241.431}  

Sun Feb 15 16:01:42 UTC 2015,coinbase,btc,244.73,USD,0.00410454,0.00406777,{ feed : coinbase - price : 244.73}  { feed : bitcoinaverage - price : 243.66}  { feed : blockchain - price : 243.8}  { feed : btce - price : 242.0}  

Sun Feb 15 16:04:46 UTC 2015,coinbase,btc,245.3,USD,0.00409501,0.00405832,{ feed : coinbase - price : 245.3}  { feed : bitcoinaverage - price : 244.98}  { feed : blockchain - price : 244.49}  { feed : btce - price : 242.21}  

Sun Feb 15 16:05:47 UTC 2015,coinbase,btc,247.05,USD,0.004066,0.00402957,{ feed : coinbase - price : 247.05}  { feed : bitcoinaverage - price : 245.14}  { feed : blockchain - price : 244.5}  { feed : btce - price : 243.482}  

Sun Feb 15 16:06:48 UTC 2015,coinbase,btc,246.56,USD,0.00407408,0.00403758,{ feed : coinbase - price : 246.56}  { feed : bitcoinaverage - price : 245.74}  { feed : blockchain - price : 244.49}  { feed : btce - price : 243.49}  

Sun Feb 15 16:07:49 UTC 2015,coinbase,btc,246.87,USD,0.00406896,0.00403251,{ feed : coinbase - price : 246.87}  { feed : bitcoinaverage - price : 245.82}  { feed : blockchain - price : 244.49}  { feed : btce - price : 243.35}  

Sun Feb 15 16:09:54 UTC 2015,coinbase,btc,246.37,USD,0.00407722,0.00404069,{ feed : coinbase - price : 246.37}  { feed : bitcoinaverage - price : 245.63}  { feed : blockchain - price : 246.5}  { feed : btce - price : 243.0}  

Sun Feb 15 16:10:53 UTC 2015,coinbase,btc,246.0,USD,0.00408335,0.00404677,{ feed : coinbase - price : 246.0}  { feed : bitcoinaverage - price : 245.58}  { feed : blockchain - price : 246.5}  { feed : btce - price : 242.78}  

Sun Feb 15 16:11:54 UTC 2015,coinbase,btc,245.14,USD,0.00409768,0.00406097,{ feed : coinbase - price : 245.14}  { feed : bitcoinaverage - price : 245.46}  { feed : blockchain - price : 246.5}  { feed : btce - price : 242.0}  

Sun Feb 15 16:12:54 UTC 2015,coinbase,btc,245.62,USD,0.00408967,0.00405303,{ feed : coinbase - price : 245.62}  { feed : bitcoinaverage - price : 244.7}  { feed : blockchain - price : 246.5}  { feed : btce - price : 242.0}  

Sun Feb 15 16:15:56 UTC 2015,coinbase,btc,244.98,USD,0.00410036,0.00406362,{ feed : coinbase - price : 244.98}  { feed : bitcoinaverage - price : 244.2}  { feed : blockchain - price : 243.86}  { feed : btce - price : 241.68}  

Sun Feb 15 16:16:59 UTC 2015,coinbase,btc,244.47,USD,0.00410891,0.00407209,{ feed : coinbase - price : 244.47}  { feed : bitcoinaverage - price : 244.06}  { feed : blockchain - price : 243.86}  { feed : btce - price : 241.6}  

Sun Feb 15 16:20:00 UTC 2015,coinbase,btc,244.07,USD,0.00411564,0.00407877,{ feed : coinbase - price : 244.07}  { feed : bitcoinaverage - price : 243.87}  { feed : blockchain - price : 243.86}  { feed : btce - price : 240.303}  

Sun Feb 15 16:21:03 UTC 2015,coinbase,btc,244.77,USD,0.00410387,0.0040671,{ feed : coinbase - price : 244.77}  { feed : bitcoinaverage - price : 244.24}  { feed : blockchain - price : 243.5}  { feed : btce - price : 241.5}  

Sun Feb 15 16:23:03 UTC 2015,coinbase,btc,244.39,USD,0.00411025,0.00407343,{ feed : coinbase - price : 244.39}  { feed : bitcoinaverage - price : 244.9}  { feed : blockchain - price : 243.5}  { feed : btce - price : 240.335}  

Sun Feb 15 16:27:08 UTC 2015,coinbase,btc,244.85,USD,0.00410253,0.00406577,{ feed : coinbase - price : 244.85}  { feed : bitcoinaverage - price : 244.28}  { feed : blockchain - price : 244.5}  { feed : btce - price : 240.902}  

Sun Feb 15 16:28:08 UTC 2015,coinbase,btc,244.37,USD,0.00411059,0.00407376,{ feed : coinbase - price : 244.37}  { feed : bitcoinaverage - price : 244.61}  { feed : blockchain - price : 244.5}  { feed : btce - price : 240.907}  

Sun Feb 15 16:30:10 UTC 2015,coinbase,btc,244.92,USD,0.00410136,0.00406461,{ feed : coinbase - price : 244.92}  { feed : bitcoinaverage - price : 244.5}  { feed : blockchain - price : 244.5}  { feed : btce - price : 240.955}  

Sun Feb 15 16:31:12 UTC 2015,coinbase,btc,244.47,USD,0.00410891,0.00407209,{ feed : coinbase - price : 244.47}  { feed : bitcoinaverage - price : 244.54}  { feed : blockchain - price : 244.5}  { feed : btce - price : 241.4}  

Sun Feb 15 16:33:13 UTC 2015,coinbase,btc,243.55,USD,0.00412443,0.00408748,{ feed : coinbase - price : 243.55}  { feed : bitcoinaverage - price : 244.53}  { feed : blockchain - price : 240.0}  { feed : btce - price : 240.207}  

Sun Feb 15 16:34:15 UTC 2015,coinbase,btc,242.21,USD,0.00414725,0.00411009,{ feed : coinbase - price : 242.21}  { feed : bitcoinaverage - price : 244.26}  { feed : blockchain - price : 240.0}  { feed : btce - price : 240.907}  

Sun Feb 15 16:36:16 UTC 2015,coinbase,btc,240.36,USD,0.00417917,0.00414172,{ feed : coinbase - price : 240.36}  { feed : bitcoinaverage - price : 243.13}  { feed : blockchain - price : 244.47}  { feed : btce - price : 240.0}  

Sun Feb 15 16:41:22 UTC 2015,coinbase,btc,241.47,USD,0.00415996,0.00412269,{ feed : coinbase - price : 241.47}  { feed : bitcoinaverage - price : 242.05}  { feed : blockchain - price : 240.0}  { feed : btce - price : 239.878}  

Sun Feb 15 16:43:23 UTC 2015,coinbase,btc,242.36,USD,0.00414468,0.00410755,{ feed : coinbase - price : 242.36}  { feed : bitcoinaverage - price : 242.56}  { feed : blockchain - price : 240.0}  { feed : btce - price : 239.969}  

Sun Feb 15 16:44:25 UTC 2015,coinbase,btc,241.9,USD,0.00415256,0.00411536,{ feed : coinbase - price : 241.9}  { feed : bitcoinaverage - price : 242.48}  { feed : blockchain - price : 240.0}  { feed : btce - price : 239.994}  

Sun Feb 15 16:45:27 UTC 2015,coinbase,btc,242.25,USD,0.00414656,0.00410941,{ feed : coinbase - price : 242.25}  { feed : bitcoinaverage - price : 242.84}  { feed : blockchain - price : 242.0}  { feed : btce - price : 240.21}  

Sun Feb 15 16:50:31 UTC 2015,coinbase,btc,241.92,USD,0.00415222,0.00411502,{ feed : coinbase - price : 241.92}  { feed : bitcoinaverage - price : 242.61}  { feed : blockchain - price : 241.81}  { feed : btce - price : 239.208}  

Sun Feb 15 16:51:32 UTC 2015,coinbase,btc,241.41,USD,0.00416099,0.00412371,{ feed : coinbase - price : 241.41}  { feed : bitcoinaverage - price : 242.55}  { feed : blockchain - price : 241.81}  { feed : btce - price : 239.112}  

Sun Feb 15 16:53:33 UTC 2015,coinbase,btc,241.0,USD,0.00416807,0.00413073,{ feed : coinbase - price : 241.0}  { feed : bitcoinaverage - price : 242.38}  { feed : blockchain - price : 241.81}  { feed : btce - price : 239.259}  

Sun Feb 15 16:54:35 UTC 2015,coinbase,btc,241.36,USD,0.00416185,0.00412456,{ feed : coinbase - price : 241.36}  { feed : bitcoinaverage - price : 242.14}  { feed : blockchain - price : 241.81}  { feed : btce - price : 238.7}  

Sun Feb 15 16:58:38 UTC 2015,coinbase,btc,241.02,USD,0.00416772,0.00413038,{ feed : coinbase - price : 241.02}  { feed : bitcoinaverage - price : 242.0}  { feed : blockchain - price : 241.0}  { feed : btce - price : 238.21}  

Sun Feb 15 16:59:39 UTC 2015,coinbase,btc,241.37,USD,0.00416168,0.00412439,{ feed : coinbase - price : 241.37}  { feed : bitcoinaverage - price : 241.94}  { feed : blockchain - price : 241.0}  { feed : btce - price : 238.4}  

Sun Feb 15 17:03:44 UTC 2015,coinbase,btc,242.41,USD,0.00414383,0.0041067,{ feed : coinbase - price : 242.41}  { feed : bitcoinaverage - price : 242.46}  { feed : blockchain - price : 242.13}  { feed : btce - price : 238.5}  

Sun Feb 15 17:05:46 UTC 2015,coinbase,btc,243.38,USD,0.00412731,0.00409033,{ feed : coinbase - price : 243.38}  { feed : bitcoinaverage - price : 243.1}  { feed : blockchain - price : 242.13}  { feed : btce - price : 239.9}  

Sun Feb 15 17:07:47 UTC 2015,coinbase,btc,244.03,USD,0.00411632,0.00407944,{ feed : coinbase - price : 244.03}  { feed : bitcoinaverage - price : 244.12}  { feed : blockchain - price : 242.13}  { feed : btce - price : 240.5}  

Sun Feb 15 17:12:53 UTC 2015,coinbase,btc,243.64,USD,0.00412291,0.00408597,{ feed : coinbase - price : 243.64}  { feed : bitcoinaverage - price : 244.58}  { feed : blockchain - price : 244.8}  { feed : btce - price : 239.746}  

Sun Feb 15 17:13:53 UTC 2015,coinbase,btc,243.13,USD,0.00413156,0.00409454,{ feed : coinbase - price : 243.13}  { feed : bitcoinaverage - price : 243.68}  { feed : blockchain - price : 244.8}  { feed : btce - price : 240.0}  

Sun Feb 15 17:14:54 UTC 2015,coinbase,btc,243.92,USD,0.00411817,0.00408128,{ feed : coinbase - price : 243.92}  { feed : bitcoinaverage - price : 243.56}  { feed : blockchain - price : 243.72}  { feed : btce - price : 240.94}  

Sun Feb 15 17:18:58 UTC 2015,coinbase,btc,244.26,USD,0.00411244,0.0040756,{ feed : coinbase - price : 244.26}  { feed : bitcoinaverage - price : 243.83}  { feed : blockchain - price : 243.72}  { feed : btce - price : 240.113}  

Sun Feb 15 17:26:05 UTC 2015,coinbase,btc,244.78,USD,0.00410371,0.00406694,{ feed : coinbase - price : 244.78}  { feed : bitcoinaverage - price : 244.5}  { feed : blockchain - price : 243.99}  { feed : btce - price : 240.538}  

Sun Feb 15 17:31:10 UTC 2015,coinbase,btc,245.12,USD,0.00409801,0.0040613,{ feed : coinbase - price : 245.12}  { feed : bitcoinaverage - price : 244.73}  { feed : blockchain - price : 244.39}  { feed : btce - price : 240.887}  

Sun Feb 15 17:32:11 UTC 2015,coinbase,btc,245.49,USD,0.00409184,0.00405518,{ feed : coinbase - price : 245.49}  { feed : bitcoinaverage - price : 244.8}  { feed : blockchain - price : 244.39}  { feed : btce - price : 240.887}  

Sun Feb 15 17:34:13 UTC 2015,coinbase,btc,246.83,USD,0.00406962,0.00403316,{ feed : coinbase - price : 246.83}  { feed : bitcoinaverage - price : 244.81}  { feed : blockchain - price : 245.23}  { feed : btce - price : 241.9}  

Sun Feb 15 17:36:15 UTC 2015,coinbase,btc,246.47,USD,0.00407557,0.00403905,{ feed : coinbase - price : 246.47}  { feed : bitcoinaverage - price : 246.09}  { feed : blockchain - price : 245.23}  { feed : btce - price : 241.932}  

Sun Feb 15 17:38:17 UTC 2015,coinbase,btc,246.81,USD,0.00406995,0.00403349,{ feed : coinbase - price : 246.81}  { feed : bitcoinaverage - price : 245.8}  { feed : blockchain - price : 245.0}  { feed : btce - price : 243.0}  

Sun Feb 15 17:40:20 UTC 2015,coinbase,btc,245.93,USD,0.00408452,0.00404792,{ feed : coinbase - price : 245.93}  { feed : bitcoinaverage - price : 246.12}  { feed : blockchain - price : 246.22}  { feed : btce - price : 242.998}  

Sun Feb 15 17:41:22 UTC 2015,coinbase,btc,246.43,USD,0.00407623,0.00403971,{ feed : coinbase - price : 246.43}  { feed : bitcoinaverage - price : 246.09}  { feed : blockchain - price : 246.22}  { feed : btce - price : 242.918}  

Sun Feb 15 17:42:21 UTC 2015,coinbase,btc,245.87,USD,0.00408551,0.00404891,{ feed : coinbase - price : 245.87}  { feed : bitcoinaverage - price : 245.8}  { feed : blockchain - price : 246.22}  { feed : btce - price : 242.399}  

Sun Feb 15 17:44:23 UTC 2015,coinbase,btc,245.46,USD,0.00409234,0.00405567,{ feed : coinbase - price : 245.46}  { feed : bitcoinaverage - price : 244.96}  { feed : blockchain - price : 246.1}  { feed : btce - price : 240.95}  

Sun Feb 15 17:45:24 UTC 2015,coinbase,btc,245.15,USD,0.00409751,0.0040608,{ feed : coinbase - price : 245.15}  { feed : bitcoinaverage - price : 244.92}  { feed : blockchain - price : 244.0}  { feed : btce - price : 240.678}  

Sun Feb 15 17:47:26 UTC 2015,coinbase,btc,244.18,USD,0.00411379,0.00407693,{ feed : coinbase - price : 244.18}  { feed : bitcoinaverage - price : 244.33}  { feed : blockchain - price : 244.0}  { feed : btce - price : 241.497}  

Sun Feb 15 17:51:30 UTC 2015,coinbase,btc,244.71,USD,0.00410488,0.0040681,{ feed : coinbase - price : 244.71}  { feed : bitcoinaverage - price : 244.13}  { feed : blockchain - price : 244.0}  { feed : btce - price : 240.303}  

Sun Feb 15 17:54:33 UTC 2015,coinbase,btc,244.08,USD,0.00411547,0.0040786,{ feed : coinbase - price : 244.08}  { feed : bitcoinaverage - price : 244.27}  { feed : blockchain - price : 244.0}  { feed : btce - price : 241.0}  

Sun Feb 15 17:57:36 UTC 2015,coinbase,btc,244.72,USD,0.00410471,0.00406793,{ feed : coinbase - price : 244.72}  { feed : bitcoinaverage - price : 244.37}  { feed : blockchain - price : 243.48}  { feed : btce - price : 241.0}  

Sun Feb 15 18:04:43 UTC 2015,coinbase,btc,245.42,USD,0.004093,0.00405633,{ feed : coinbase - price : 245.42}  { feed : bitcoinaverage - price : 244.57}  { feed : blockchain - price : 244.97}  { feed : btce - price : 241.533}  

Sun Feb 15 18:05:45 UTC 2015,coinbase,btc,244.97,USD,0.00410052,0.00406378,{ feed : coinbase - price : 244.97}  { feed : bitcoinaverage - price : 244.51}  { feed : blockchain - price : 244.97}  { feed : btce - price : 241.213}  

Sun Feb 15 18:07:46 UTC 2015,coinbase,btc,245.5,USD,0.00409167,0.00405501,{ feed : coinbase - price : 245.5}  { feed : bitcoinaverage - price : 244.64}  { feed : blockchain - price : 244.97}  { feed : btce - price : 241.23}  

Sun Feb 15 18:14:53 UTC 2015,coinbase,btc,245.14,USD,0.00409768,0.00406097,{ feed : coinbase - price : 245.14}  { feed : bitcoinaverage - price : 244.48}  { feed : blockchain - price : 243.99}  { feed : btce - price : 241.0}  

Sun Feb 15 18:15:55 UTC 2015,coinbase,btc,244.6,USD,0.00410673,0.00406993,{ feed : coinbase - price : 244.6}  { feed : bitcoinaverage - price : 244.43}  { feed : blockchain - price : 243.99}  { feed : btce - price : 241.533}  

Sun Feb 15 18:18:57 UTC 2015,coinbase,btc,245.48,USD,0.004092,0.00405534,{ feed : coinbase - price : 245.48}  { feed : bitcoinaverage - price : 244.65}  { feed : blockchain - price : 243.99}  { feed : btce - price : 241.579}  

Sun Feb 15 18:19:58 UTC 2015,coinbase,btc,244.9,USD,0.00410169,0.00406494,{ feed : coinbase - price : 244.9}  { feed : bitcoinaverage - price : 244.57}  { feed : blockchain - price : 243.99}  { feed : btce - price : 242.065}  

Sun Feb 15 18:24:02 UTC 2015,coinbase,btc,245.38,USD,0.00409367,0.00405699,{ feed : coinbase - price : 245.38}  { feed : bitcoinaverage - price : 245.06}  { feed : blockchain - price : 245.4}  { feed : btce - price : 242.321}  

Sun Feb 15 18:26:04 UTC 2015,coinbase,btc,245.78,USD,0.00408701,0.00405039,{ feed : coinbase - price : 245.78}  { feed : bitcoinaverage - price : 245.31}  { feed : blockchain - price : 245.4}  { feed : btce - price : 242.0}  

Sun Feb 15 18:28:07 UTC 2015,coinbase,btc,245.13,USD,0.00409785,0.00406113,{ feed : coinbase - price : 245.13}  { feed : bitcoinaverage - price : 244.9}  { feed : blockchain - price : 245.4}  { feed : btce - price : 241.249}  

Sun Feb 15 18:30:08 UTC 2015,coinbase,btc,244.8,USD,0.00410337,0.00406661,{ feed : coinbase - price : 244.8}  { feed : bitcoinaverage - price : 244.31}  { feed : blockchain - price : 244.6}  { feed : btce - price : 241.1}  

Sun Feb 15 18:33:11 UTC 2015,coinbase,btc,244.37,USD,0.00411059,0.00407376,{ feed : coinbase - price : 244.37}  { feed : bitcoinaverage - price : 244.16}  { feed : blockchain - price : 244.6}  { feed : btce - price : 240.5}  

Sun Feb 15 18:37:21 UTC 2015,coinbase,btc,245.25,USD,0.00409584,0.00405914,{ feed : coinbase - price : 245.25}  { feed : bitcoinaverage - price : 244.29}  { feed : blockchain - price : 244.0}  { feed : btce - price : 240.801}  

Sun Feb 15 18:38:18 UTC 2015,coinbase,btc,244.49,USD,0.00410857,0.00407176,{ feed : coinbase - price : 244.49}  { feed : bitcoinaverage - price : 244.01}  { feed : blockchain - price : 244.0}  { feed : btce - price : 240.801}  

Sun Feb 15 18:41:22 UTC 2015,coinbase,btc,245.15,USD,0.00409751,0.0040608,{ feed : coinbase - price : 245.15}  { feed : bitcoinaverage - price : 244.33}  { feed : blockchain - price : 244.95}  { feed : btce - price : 240.801}  

Sun Feb 15 18:48:26 UTC 2015,coinbase,btc,244.84,USD,0.0041027,0.00406594,{ feed : coinbase - price : 244.84}  { feed : bitcoinaverage - price : 244.4}  { feed : blockchain - price : 244.82}  { feed : btce - price : 240.801}  

Sun Feb 15 18:49:27 UTC 2015,coinbase,btc,244.41,USD,0.00410992,0.00407309,{ feed : coinbase - price : 244.41}  { feed : bitcoinaverage - price : 244.3}  { feed : blockchain - price : 244.82}  { feed : btce - price : 240.801}  

Sun Feb 15 18:53:31 UTC 2015,coinbase,btc,244.86,USD,0.00410236,0.00406561,{ feed : coinbase - price : 244.86}  { feed : bitcoinaverage - price : 244.05}  { feed : blockchain - price : 244.24}  { feed : btce - price : 241.5}  

Sun Feb 15 18:54:32 UTC 2015,coinbase,btc,244.55,USD,0.00410756,0.00407076,{ feed : coinbase - price : 244.55}  { feed : bitcoinaverage - price : 244.22}  { feed : blockchain - price : 244.24}  { feed : btce - price : 242.0}  

Sun Feb 15 19:00:38 UTC 2015,coinbase,btc,244.06,USD,0.00411581,0.00407894,{ feed : coinbase - price : 244.06}  { feed : bitcoinaverage - price : 243.88}  { feed : blockchain - price : 243.93}  { feed : btce - price : 242.078}  

Sun Feb 15 19:01:39 UTC 2015,coinbase,btc,244.47,USD,0.00410891,0.00407209,{ feed : coinbase - price : 244.47}  { feed : bitcoinaverage - price : 243.7}  { feed : blockchain - price : 243.93}  { feed : btce - price : 242.0}  

Sun Feb 15 19:06:44 UTC 2015,coinbase,btc,243.68,USD,0.00412223,0.0040853,{ feed : coinbase - price : 243.68}  { feed : bitcoinaverage - price : 243.42}  { feed : blockchain - price : 243.07}  { feed : btce - price : 241.0}  

Sun Feb 15 19:07:45 UTC 2015,coinbase,btc,243.36,USD,0.00412765,0.00409067,{ feed : coinbase - price : 243.36}  { feed : bitcoinaverage - price : 243.52}  { feed : blockchain - price : 243.07}  { feed : btce - price : 240.501}  

Sun Feb 15 19:08:48 UTC 2015,coinbase,btc,242.88,USD,0.00413581,0.00409875,{ feed : coinbase - price : 242.88}  { feed : bitcoinaverage - price : 243.0}  { feed : blockchain - price : 243.07}  { feed : btce - price : 240.1}  

Sun Feb 15 19:09:48 UTC 2015,coinbase,btc,242.51,USD,0.00414212,0.00410501,{ feed : coinbase - price : 242.51}  { feed : bitcoinaverage - price : 242.69}  { feed : blockchain - price : 243.07}  { feed : btce - price : 240.11}  

Sun Feb 15 19:10:51 UTC 2015,coinbase,btc,242.14,USD,0.00414845,0.00411128,{ feed : coinbase - price : 242.14}  { feed : bitcoinaverage - price : 242.06}  { feed : blockchain - price : 243.07}  { feed : btce - price : 240.2}  

Sun Feb 15 19:13:51 UTC 2015,coinbase,btc,242.64,USD,0.0041399,0.00410281,{ feed : coinbase - price : 242.64}  { feed : bitcoinaverage - price : 242.15}  { feed : blockchain - price : 241.6}  { feed : btce - price : 240.167}  

Sun Feb 15 19:14:52 UTC 2015,coinbase,btc,242.01,USD,0.00415068,0.00411349,{ feed : coinbase - price : 242.01}  { feed : bitcoinaverage - price : 242.42}  { feed : blockchain - price : 241.6}  { feed : btce - price : 240.11}  

Sun Feb 15 19:17:00 UTC 2015,blockchain,btc,241.6,USD,0.00415772,0.00412047,{ feed : coinbase - price : 241.57}  { feed : bitcoinaverage - price : 241.93}  { feed : blockchain - price : 241.6}  { feed : btce - price : 240.0}  

Sun Feb 15 19:17:53 UTC 2015,coinbase,btc,240.36,USD,0.00417917,0.00414172,{ feed : coinbase - price : 240.36}  { feed : bitcoinaverage - price : 241.7}  { feed : blockchain - price : 239.97}  { feed : btce - price : 240.0}  

Sun Feb 15 19:18:56 UTC 2015,coinbase,btc,239.48,USD,0.00419453,0.00415694,{ feed : coinbase - price : 239.48}  { feed : bitcoinaverage - price : 239.62}  { feed : blockchain - price : 239.97}  { feed : btce - price : 238.0}  

Sun Feb 15 19:19:57 UTC 2015,coinbase,btc,238.0,USD,0.00422061,0.00418279,{ feed : coinbase - price : 238.0}  { feed : bitcoinaverage - price : 238.56}  { feed : blockchain - price : 239.97}  { feed : btce - price : 237.057}  

Sun Feb 15 19:20:58 UTC 2015,coinbase,btc,238.31,USD,0.00421512,0.00417735,{ feed : coinbase - price : 238.31}  { feed : bitcoinaverage - price : 238.51}  { feed : blockchain - price : 239.97}  { feed : btce - price : 237.025}  

Sun Feb 15 19:23:00 UTC 2015,coinbase,btc,236.9,USD,0.00424021,0.00420222,{ feed : coinbase - price : 236.9}  { feed : bitcoinaverage - price : 238.23}  { feed : blockchain - price : 239.97}  { feed : btce - price : 235.1}  

Sun Feb 15 19:24:01 UTC 2015,coinbase,btc,237.25,USD,0.00423395,0.00419602,{ feed : coinbase - price : 237.25}  { feed : bitcoinaverage - price : 237.89}  { feed : blockchain - price : 237.08}  { feed : btce - price : 235.1}  

Sun Feb 15 19:28:06 UTC 2015,coinbase,btc,236.83,USD,0.00424146,0.00420346,{ feed : coinbase - price : 236.83}  { feed : bitcoinaverage - price : 236.99}  { feed : blockchain - price : 237.08}  { feed : btce - price : 236.02}  

Sun Feb 15 19:29:06 UTC 2015,coinbase,btc,236.31,USD,0.00425079,0.00421271,{ feed : coinbase - price : 236.31}  { feed : bitcoinaverage - price : 236.44}  { feed : blockchain - price : 237.08}  { feed : btce - price : 235.339}  

Sun Feb 15 19:30:07 UTC 2015,coinbase,btc,236.95,USD,0.00423931,0.00420133,{ feed : coinbase - price : 236.95}  { feed : bitcoinaverage - price : 236.46}  { feed : blockchain - price : 236.49}  { feed : btce - price : 234.964}  

Sun Feb 15 19:31:07 UTC 2015,coinbase,btc,236.43,USD,0.00424864,0.00421057,{ feed : coinbase - price : 236.43}  { feed : bitcoinaverage - price : 235.77}  { feed : blockchain - price : 236.49}  { feed : btce - price : 234.112}  

Sun Feb 15 19:33:10 UTC 2015,coinbase,btc,235.0,USD,0.00427449,0.00423619,{ feed : coinbase - price : 235.0}  { feed : bitcoinaverage - price : 234.62}  { feed : blockchain - price : 236.49}  { feed : btce - price : 233.1}  

Sun Feb 15 19:34:11 UTC 2015,coinbase,btc,235.89,USD,0.00425836,0.00422021,{ feed : coinbase - price : 235.89}  { feed : bitcoinaverage - price : 234.37}  { feed : blockchain - price : 236.49}  { feed : btce - price : 235.747}  

Sun Feb 15 19:37:14 UTC 2015,coinbase,btc,235.33,USD,0.0042685,0.00423025,{ feed : coinbase - price : 235.33}  { feed : bitcoinaverage - price : 235.48}  { feed : blockchain - price : 235.0}  { feed : btce - price : 234.0}  

Sun Feb 15 19:38:16 UTC 2015,coinbase,btc,235.68,USD,0.00426216,0.00422397,{ feed : coinbase - price : 235.68}  { feed : bitcoinaverage - price : 235.38}  { feed : blockchain - price : 235.0}  { feed : btce - price : 234.0}  

Sun Feb 15 19:40:17 UTC 2015,coinbase,btc,235.29,USD,0.00426922,0.00423097,{ feed : coinbase - price : 235.29}  { feed : bitcoinaverage - price : 235.44}  { feed : blockchain - price : 235.01}  { feed : btce - price : 234.118}  

Sun Feb 15 19:41:18 UTC 2015,coinbase,btc,235.64,USD,0.00426288,0.00422469,{ feed : coinbase - price : 235.64}  { feed : bitcoinaverage - price : 235.13}  { feed : blockchain - price : 235.21}  { feed : btce - price : 234.412}  

Sun Feb 15 19:43:20 UTC 2015,coinbase,btc,236.15,USD,0.00425367,0.00421556,{ feed : coinbase - price : 236.15}  { feed : bitcoinaverage - price : 235.42}  { feed : blockchain - price : 235.21}  { feed : btce - price : 234.0}  

Sun Feb 15 19:46:23 UTC 2015,coinbase,btc,235.76,USD,0.00426071,0.00422254,{ feed : coinbase - price : 235.76}  { feed : bitcoinaverage - price : 235.65}  { feed : blockchain - price : 235.0}  { feed : btce - price : 234.424}  

Sun Feb 15 19:47:24 UTC 2015,coinbase,btc,236.6,USD,0.00424558,0.00420754,{ feed : coinbase - price : 236.6}  { feed : bitcoinaverage - price : 236.24}  { feed : blockchain - price : 237.1}  { feed : btce - price : 234.45}  

Sun Feb 15 19:48:25 UTC 2015,coinbase,btc,237.14,USD,0.00423592,0.00419796,{ feed : coinbase - price : 237.14}  { feed : bitcoinaverage - price : 236.05}  { feed : blockchain - price : 237.1}  { feed : btce - price : 234.941}  

Sun Feb 15 19:53:30 UTC 2015,coinbase,btc,236.49,USD,0.00424756,0.0042095,{ feed : coinbase - price : 236.49}  { feed : bitcoinaverage - price : 236.41}  { feed : blockchain - price : 236.02}  { feed : btce - price : 232.999}  

Sun Feb 15 19:55:32 UTC 2015,coinbase,btc,235.8,USD,0.00425999,0.00422182,{ feed : coinbase - price : 235.8}  { feed : bitcoinaverage - price : 235.32}  { feed : blockchain - price : 236.02}  { feed : btce - price : 232.599}  

Sun Feb 15 19:56:33 UTC 2015,coinbase,btc,235.43,USD,0.00426668,0.00422845,{ feed : coinbase - price : 235.43}  { feed : bitcoinaverage - price : 235.54}  { feed : blockchain - price : 237.01}  { feed : btce - price : 232.0}  

